ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,Response
10925,1983,Graduation,Married,76630,0,0,14-01-14,93,255,31,,1,3,,11,1,,,0
9960,1991,,,26868,1,0,30-04-14,52,0,0,2,1,1,0,2,7,0,0,0
8800,1943,PhD,,48948,0,0,,53,,8,42,2,7,,5,6,,0,1
9224,1972,PhD,Single,,0,1,12-12-12,,825,8,242,2,8,10,5,,0,0,0
5519,,Graduation,Together,64090,0,1,07-08-13,,316,58,135,1,6,9,4,5,0,,1
5046,1958,Graduation,Divorced,78331,0,1,23-01-14,97,756,138,61,2,,6,,4,0,0,
7037,,PhD,Married,37087,1,,11-08-13,50,194,55,3,3,4,2,8,6,0,,0
905,1986,Graduation,Divorced,,1,0,22-10-13,38,7,17,26,4,4,0,,8,0,0,0
8624,1958,Graduation,Married,81320,,,06-02-13,61,183,33,57,1,4,3,10,2,,0,0
8945,1970,Graduation,Divorced,,0,1,16-08-13,46,,0,20,2,,1,4,6,0,,0
6445,1967,Graduation,Together,66825,0,0,,73,243,,40,1,4,5,6,2,0,0,0
2727,1973,Graduation,Together,57100,0,0,,19,181,,96,1,3,3,6,3,0,0,
6404,1969,Graduation,Together,58917,1,2,24-03-13,10,,7,28,5,4,1,,5,0,,0
11074,1977,Graduation,Single,85072,0,0,09-04-14,,494,92,241,1,3,4,10,0,0,0,0
10150,1961,Graduation,Single,,0,0,21-11-13,10,,28,37,0,7,4,7,2,1,0,1
1968,1971,Graduation,,,1,0,02-12-13,37,5,1,7,1,1,0,2,7,,,0
6534,1974,,,47889,1,0,04-01-14,,29,0,4,,2,0,3,5,0,0,0
9485,1986,PhD,Married,45921,0,0,,23,,9,12,1,2,1,6,4,0,,0
7053,1966,PhD,,78420,0,0,29-06-13,75,604,28,28,1,3,10,8,1,0,0,0
4654,,Graduation,Together,75114,0,0,07-11-13,40,,12,,1,,10,5,2,0,0,0
9760,1963,PhD,Widow,52278,0,1,25-01-13,24,953,0,174,6,10,5,10,,0,0,1
,1972,Master,Married,35641,1,0,,11,63,3,28,2,,1,4,7,0,0,1
10619,1994,Graduation,Single,95529,0,0,03-12-12,29,770,29,24,1,7,3,7,3,0,0,1
,1954,Graduation,Married,,0,0,11-05-13,51,398,61,,1,3,4,6,1,,,0
10505,1960,Master,,73113,0,,26-12-13,,741,19,28,1,,4,7,2,0,0,0
8362,,PhD,Married,84169,,0,07-08-13,9,1478,19,0,,7,6,6,3,,,1
2625,1954,,Single,,0,1,17-11-13,30,156,29,47,2,3,,7,3,0,0,0
4637,,PhD,Single,74637,0,0,18-05-13,73,960,64,,1,6,9,,,1,0,0
9972,1955,,Together,46015,1,1,13-04-14,25,38,0,,1,1,,,7,0,1,0
4483,1993,Graduation,Single,72354,0,0,17-04-13,67,315,26,182,1,2,10,6,,,0,0
4487,1969,Master,Single,39858,1,0,24-01-13,67,15,20,26,,2,,4,6,0,0,1
4988,,,,,,1,04-05-14,58,,6,12,3,1,1,,4,0,0,0
8931,1986,Graduation,Together,83033,1,,18-05-14,82,812,,33,1,11,,10,5,1,,
5871,1979,Master,Together,,0,0,31-08-12,98,73,28,115,3,6,1,,8,0,,0
2008,1978,Graduation,Married,77583,,0,10-02-14,93,372,23,108,1,4,5,9,2,1,0,0
3139,1982,2n Cycle,,74116,0,0,30-12-13,,871,111,166,1,4,4,10,,0,0,0
10037,1993,Graduation,Single,,,0,04-05-14,66,375,152,81,,5,4,6,2,,0,
,1976,PhD,Married,68397,0,1,,6,760,80,80,1,6,9,5,3,0,0,0
5303,,PhD,,79632,0,0,08-04-14,42,,,12,1,6,,9,2,0,,0
538,,Graduation,Single,46107,,0,10-02-14,,31,9,33,1,1,1,4,3,0,0,0
7922,1951,,,64950,0,,,,819,0,63,,11,2,10,7,0,0,0
5692,1989,Basic,Married,25443,1,0,22-12-12,82,1,4,7,1,1,0,3,8,0,0,0
,,Graduation,,75127,0,0,22-05-14,92,,35,227,1,2,11,5,1,0,0,0
6383,1971,,Together,32892,,0,25-05-14,78,26,0,2,2,3,0,3,8,0,0,0
1628,1971,Graduation,Together,71796,0,0,24-10-13,54,354,21,32,1,9,,4,4,0,0,0
1204,,PhD,Married,,0,,22-05-13,45,,,35,3,11,5,11,8,1,0,
3673,1971,Graduation,Single,55239,0,1,14-07-13,59,371,17,,3,7,5,11,5,,0,0
760,1975,PhD,Divorced,60554,1,0,09-08-13,8,588,7,15,2,8,4,9,6,0,0,
8957,1952,,Single,64831,1,,,51,480,86,,8,6,3,5,6,0,0,0
4128,1962,PhD,,56067,0,1,20-07-13,51,517,12,,2,,4,7,,0,0,0
6810,1983,Graduation,Divorced,82025,0,0,,76,267,98,98,1,3,2,,,,,1
5386,1953,Graduation,Together,,0,0,04-03-13,62,1111,24,172,0,5,8,5,2,1,0,
,1986,Basic,Single,14906,0,0,22-12-12,86,7,7,15,,,1,3,,0,0,0
3202,1987,PhD,Married,51563,0,,01-10-12,60,1166,0,,1,,4,10,8,0,0,0
1328,1982,2n Cycle,,57937,0,1,16-02-14,56,261,42,133,3,4,4,,3,0,0,
8405,1979,Graduation,Divorced,68274,1,1,30-09-13,83,135,25,46,,4,2,5,3,0,0,0
6515,1977,Graduation,Together,39771,1,0,06-12-13,92,6,2,14,1,,0,,4,,0,0
2882,,2n Cycle,Divorced,67893,0,1,01-10-12,31,711,28,47,2,,2,9,,0,0,0
7574,,PhD,,,1,0,10-05-14,80,11,0,11,1,2,,3,4,0,0,0
,1976,PhD,Together,,1,1,08-05-14,39,42,,18,3,2,,,5,0,0,
5320,1973,Master,Divorced,44051,1,1,29-01-13,20,79,7,18,4,3,1,4,6,0,0,
5048,1971,PhD,Single,42767,2,0,11-05-13,53,20,6,38,,3,1,2,8,0,0,0
8146,1976,Master,,46106,,1,11-05-14,84,30,0,,1,1,1,,6,,,0
10031,1976,PhD,Married,,1,1,,50,,2,4,5,3,0,4,8,0,,0
5748,1965,Graduation,,59754,,1,01-12-12,96,115,27,139,3,,2,6,5,0,0,1
,,Graduation,,53700,0,1,17-08-12,94,263,5,83,4,5,5,8,5,,0,0
1523,1973,Graduation,Married,,1,1,07-05-14,25,69,2,6,2,2,,4,5,,0,0
9665,1957,PhD,Divorced,54237,0,1,27-04-13,48,267,3,57,4,,2,5,6,0,0,0
4640,1967,,Divorced,,0,1,21-09-12,65,561,85,114,2,,7,13,2,0,,0
3635,1962,PhD,Single,52597,0,1,07-05-14,69,492,0,,3,6,3,8,5,0,0,0
3547,1969,Master,Together,41021,1,0,,12,14,7,12,2,2,0,3,6,0,0,
2456,1975,PhD,Married,40233,0,1,14-10-13,84,80,4,2,5,2,1,5,6,0,0,0
5633,1980,Graduation,Married,50183,1,,,47,,12,15,7,,1,6,5,0,0,0
7801,1959,Graduation,Together,54753,0,1,12-09-13,87,197,107,131,,5,2,11,4,0,0,0
10489,,Graduation,Married,92955,0,0,19-08-13,35,693,21,84,1,6,7,9,,1,0,1
7011,,Graduation,Married,33471,1,0,12-10-12,47,,2,12,3,,0,4,,,0,0
2620,1974,PhD,Married,34596,1,,13-04-13,48,14,0,7,1,1,0,2,8,0,0,1
3933,1980,Graduation,,44010,1,,13-10-12,46,186,36,48,6,10,2,6,9,0,0,0
10981,1988,Graduation,,84219,0,0,02-02-14,27,434,137,45,,3,4,10,1,0,0,0
,1968,PhD,,40706,,1,17-01-13,37,59,0,5,4,3,0,4,7,0,0,0
10995,1988,2n Cycle,Married,15716,1,0,12-11-12,8,16,,26,3,3,0,4,8,0,0,0
6357,1959,2n Cycle,Divorced,59052,0,,17-11-13,29,230,35,,3,7,1,7,5,0,0,
9209,1971,Master,Together,80573,0,0,14-10-12,85,829,138,15,1,4,6,13,,0,0,0
10286,,Graduation,Married,83715,0,0,03-02-14,2,318,8,8,1,2,8,13,0,,0,0
2611,1959,Master,Together,82576,0,0,,66,,55,18,1,2,4,12,1,0,0,0
1600,1965,,Married,,,1,11-10-13,60,,3,26,7,6,,5,7,,0,0
3308,1952,Graduation,,,1,1,03-01-14,54,30,9,30,3,2,0,4,4,0,0,0
5407,1954,Graduation,Together,53103,,,12-09-13,70,,17,195,5,10,6,7,7,0,,
2166,1960,2n Cycle,Widow,46779,1,1,12-07-13,55,12,,7,1,0,1,,4,0,0,0
3955,,Graduation,Divorced,4861,0,0,22-06-14,20,2,1,1,0,0,0,0,14,0,0,0
6634,1979,Master,Divorced,,,,07-08-13,78,22,3,11,1,,0,3,,0,0,0
3056,1978,Graduation,Divorced,63693,0,1,,63,587,43,54,3,11,6,,6,0,,0
5718,1950,Graduation,Married,,,0,15-08-13,17,674,168,231,1,5,,6,,,0,1
,1974,,Married,,0,1,21-08-13,43,284,3,23,2,4,2,,4,0,0,0
8164,1978,PhD,Married,82170,0,0,25-11-13,,1023,93,37,1,5,6,7,2,0,0,0
4580,,Graduation,Married,75759,0,,,46,1394,22,182,1,9,,9,5,1,0,1
,1976,2n Cycle,Single,79689,0,0,12-05-13,65,311,26,121,,4,9,13,2,0,0,0
453,1956,PhD,Widow,35340,1,,29-06-14,1,27,0,5,,2,0,3,5,0,0,0
8545,1954,,Divorced,85683,0,0,,6,,,,1,2,4,10,1,,1,1
,1972,2n Cycle,Married,24884,1,0,29-11-12,32,3,6,3,1,0,0,3,7,0,0,0
7378,1981,,Together,42021,1,0,,34,393,5,27,5,10,1,6,9,0,0,0
7646,1989,Graduation,Single,64449,1,0,18-02-14,70,218,63,70,4,,3,12,4,0,0,
1640,1954,Graduation,Divorced,64587,1,1,22-06-14,49,,0,20,2,1,1,4,3,0,0,0
5184,1995,Graduation,Single,,0,0,26-03-14,65,4,2,4,1,1,,2,6,,0,0
8492,1978,Graduation,Together,75437,0,0,09-11-13,25,795,,0,1,8,4,10,6,1,0,
11188,1957,Graduation,Together,26091,1,1,,84,15,10,20,3,,1,3,5,0,0,0
1212,,Graduation,Married,52845,1,,13-08-13,7,384,25,64,3,8,8,6,6,0,0,0
9097,1956,Graduation,,46086,0,1,03-11-13,34,244,8,,4,,1,8,,0,0,
10473,1956,,Widow,78028,0,1,10-09-12,38,158,19,38,1,6,4,9,7,0,0,
7962,1987,PhD,Single,95169,0,,09-10-13,1,1285,21,,1,4,3,4,1,1,0,1
9984,1981,2n Cycle,,56337,1,1,27-03-13,25,349,,182,5,8,5,4,,1,0,1
5527,1987,Graduation,Together,22434,,,13-02-13,25,4,12,15,,2,0,3,8,0,0,0
6374,1954,PhD,Married,36930,0,1,17-05-13,50,223,2,,5,,2,4,8,0,0,
7453,1954,Graduation,Single,36130,0,1,02-02-13,46,,43,37,6,3,8,,4,0,0,1
8952,1953,Master,,65569,0,1,05-11-12,,397,46,70,2,6,5,,3,0,0,0
241,1952,Graduation,Together,83844,,0,12-05-13,57,901,31,191,1,4,,11,1,0,0,0
8975,1968,Graduation,Married,19514,1,1,26-01-14,,14,3,28,4,3,1,2,8,,,0
6119,1963,PhD,,36736,1,1,,52,10,0,,1,1,0,2,6,,,0
5236,1979,Graduation,Together,77568,,1,25-08-12,30,,0,158,1,10,2,8,,1,0,0
5723,1976,PhD,Together,49187,0,1,11-01-14,63,81,1,,,1,1,5,2,0,0,0
1710,1978,Graduation,Single,,1,0,07-03-13,51,,20,,7,6,1,4,9,0,0,0
1970,1968,Master,Together,,,,10-09-12,14,63,0,12,1,3,0,3,8,0,0,0
,,Master,,38196,1,1,18-04-14,20,30,0,3,3,,,4,5,0,0,0
,,,Married,59412,,0,19-04-14,56,90,,11,1,4,2,8,3,0,0,0
,1965,2n Cycle,Married,70924,0,0,07-04-14,41,635,114,76,1,6,6,7,,0,,0
8562,1969,Graduation,Together,54165,,,28-05-13,72,127,4,11,1,2,1,7,2,,0,0
3158,,Graduation,Married,32300,1,0,03-01-13,1,13,3,6,,1,0,3,8,0,0,0
4436,1976,Graduation,Single,,0,0,20-02-13,27,18,,18,,2,1,4,7,0,0,0
5287,1973,Graduation,Married,34961,1,,19-06-14,77,45,2,1,3,3,,3,,0,0,0
2445,1974,PhD,,28440,1,,07-07-13,87,38,1,0,,2,,3,8,0,,0
6059,1953,PhD,Together,64504,1,2,04-03-13,81,986,36,108,7,11,3,4,7,,0,
4550,1966,Master,Together,33564,,1,24-06-14,51,,0,7,1,1,1,3,,0,0,0
4240,1978,Graduation,Married,17345,1,0,,79,4,,12,2,2,1,,8,0,0,0
8911,1967,PhD,Married,,0,1,08-04-13,11,201,,83,3,5,,9,4,0,0,0
,1978,,Single,28647,,0,21-08-13,54,19,8,26,1,2,2,2,7,0,0,1
3628,,Basic,Single,15038,1,0,29-01-13,93,4,8,26,2,2,1,2,9,0,0,0
10175,1958,PhD,Divorced,32173,0,1,01-08-13,0,18,0,2,1,1,0,3,4,0,0,0
8985,,2n Cycle,Together,68316,0,1,04-11-12,54,806,80,33,5,10,7,,6,,0,0
,1971,,,,0,0,29-06-13,21,380,98,28,1,8,8,5,3,0,0,1
9220,1971,Graduation,Single,91700,0,0,17-01-13,58,576,172,,1,8,6,,,0,,1
,1969,Graduation,Together,,0,0,25-06-14,3,458,81,40,1,4,4,7,2,,0,0
5263,1977,,Married,,1,0,22-01-13,99,5,10,16,1,1,0,3,8,0,,0
1020,1973,Graduation,Married,79593,0,0,12-05-14,70,350,60,,1,5,,7,2,0,0,0
9503,1980,Graduation,Single,28071,0,,29-08-12,65,39,33,,2,,1,5,8,0,0,
,1958,PhD,Together,37334,1,1,26-02-14,44,26,1,15,4,3,0,4,4,0,,0
67,1972,Master,Single,46423,1,1,,6,68,0,8,,,0,4,,0,0,0
6019,1971,PhD,Married,37126,1,0,30-03-14,9,,3,7,1,1,2,,6,0,0,1
5863,1953,Graduation,Married,47703,0,1,29-05-13,95,359,0,,4,6,3,8,5,0,0,0
3717,,Graduation,,61180,0,1,23-04-14,70,403,24,218,,5,5,6,3,0,0,
6730,1954,,Married,38998,1,1,03-11-12,,34,1,5,3,2,0,3,,0,0,0
10749,1991,Graduation,Single,8028,0,0,18-09-12,62,73,,2,,0,1,0,19,0,0,0
,1962,Graduation,Together,76081,0,0,23-05-14,85,292,30,200,,4,5,4,2,1,0,0
6287,1986,Graduation,,34728,,0,30-07-13,2,14,0,6,1,1,1,2,6,0,0,1
5985,,Master,,33168,0,1,13-10-12,0,80,,3,3,2,1,4,7,0,0,0
4754,1966,Master,Married,33585,,1,25-09-13,91,30,11,29,,2,0,4,4,0,0,0
4002,1960,PhD,Married,77037,0,,13-10-13,3,463,96,10,1,7,7,,3,0,,0
8870,,Graduation,Together,,1,0,13-11-12,,75,12,187,,6,1,5,,0,0,1
966,,Graduation,Married,44529,,1,05-07-13,,538,13,26,6,,2,11,5,0,0,0
4767,1965,,Married,,0,,07-04-14,41,635,114,76,1,6,6,,,0,0,0
9725,,PhD,Together,28764,1,1,05-06-14,16,8,,1,1,1,0,2,8,0,,
4475,1949,PhD,,,0,,16-02-13,82,1315,22,178,1,7,8,9,5,0,0,0
5740,1970,2n Cycle,,25959,1,1,14-02-13,1,4,2,26,2,1,2,2,6,0,0,1
5731,1983,Master,Married,27100,1,0,05-04-13,64,,0,10,1,,0,3,7,0,0,0
7290,1985,Graduation,Single,70596,,0,05-10-12,68,347,,,1,3,5,12,2,0,0,0
3846,,Graduation,Married,42557,0,1,29-08-12,98,,5,15,4,6,1,4,,0,0,0
8104,1951,PhD,Married,53312,0,0,09-08-13,32,241,0,25,,,1,,7,0,0,0
4507,1952,,,72228,0,0,27-11-12,87,631,28,56,,6,,8,3,0,0,0
11013,1987,Graduation,Together,67605,0,0,31-03-13,84,336,28,,1,2,,6,1,0,,0
4491,1949,Master,,62845,1,1,01-10-12,3,1099,0,34,11,,,10,8,0,0,0
3759,1958,Graduation,Together,65196,0,2,25-07-13,,,19,200,2,7,6,11,5,0,0,0
1162,1987,PhD,Single,42000,0,0,10-01-13,23,124,83,35,2,5,2,,5,0,0,
2055,1973,PhD,,35860,1,1,19-05-14,37,15,0,20,2,,1,2,5,0,0,0
,1964,,Married,65526,0,1,11-04-14,22,397,19,9,1,4,,8,2,0,0,0
4415,1961,Graduation,Married,16860,1,1,12-09-12,19,10,4,14,3,1,1,3,,0,0,0
3005,1992,Graduation,Single,83528,0,0,01-05-14,7,530,117,147,,4,10,8,1,1,0,1
2223,1965,2n Cycle,Divorced,64176,0,1,03-08-12,,1215,33,149,8,8,9,8,6,0,0,0
4817,1956,Graduation,Divorced,22304,0,0,04-08-12,91,3,2,2,,1,0,2,8,0,,0
2875,1978,Graduation,Married,67023,0,,04-03-14,93,444,44,17,1,3,7,13,2,,0,0
10536,1971,PhD,,32892,1,0,25-05-14,78,26,0,2,2,3,0,3,,0,0,0
11112,1966,Graduation,Together,70713,,,,23,736,114,190,6,5,6,8,3,0,0,0
3807,1955,Graduation,Together,59925,0,1,30-11-12,83,473,21,56,3,9,2,9,6,0,0,0
9197,1953,Graduation,Married,39722,0,,24-02-14,92,32,0,,2,2,0,3,5,0,0,0
10832,1958,Graduation,Together,46610,0,0,,4,288,10,125,1,6,1,6,6,0,0,
,1961,Graduation,,88347,0,0,03-07-13,32,1050,178,118,1,4,7,9,,1,0,0
4207,1981,,Married,87171,0,0,01-05-13,27,1001,44,44,1,6,7,11,2,0,,
,1976,2n Cycle,Together,26907,,,20-08-13,10,9,1,2,2,1,0,,7,,0,0
10855,,Master,Single,50014,1,0,22-01-14,9,,14,42,2,4,1,8,5,0,0,0
3081,1978,PhD,Married,41014,1,0,22-04-13,65,7,,3,1,1,0,2,,,0,0
3535,1965,Graduation,Single,66294,,0,17-03-14,68,251,108,,1,,3,5,2,0,0,0
247,1971,Graduation,Married,36715,1,0,17-11-12,16,172,10,16,6,7,2,4,,0,0,1
8707,1956,Graduation,Married,79456,0,0,,12,565,42,99,,5,,4,3,0,0,1
,1982,Graduation,Together,40479,1,0,,95,5,,0,1,0,0,3,4,0,0,0
6072,1970,Master,Single,75345,0,,02-02-13,16,918,57,133,1,5,8,6,3,,,1
6295,1977,Graduation,,54233,0,1,04-02-13,46,,8,142,4,11,6,5,8,0,0,0
10914,1970,Graduation,Single,24163,,1,12-10-13,3,4,1,2,2,,0,3,4,0,0,0
1509,1958,PhD,Together,84460,0,,04-01-13,,152,,81,,9,9,4,5,1,,1
5577,,Graduation,Together,43776,1,0,03-05-14,77,8,0,3,1,,0,2,,0,0,0
7348,1958,PhD,Single,71691,,0,17-03-14,0,,130,43,1,4,7,5,,0,0,1
1127,1973,PhD,Married,85844,0,0,,62,938,19,38,,6,6,7,2,,0,0
1833,1974,PhD,Single,39190,1,0,26-04-14,91,,8,12,2,2,1,4,5,0,0,
4944,1959,Graduation,Together,71367,0,0,23-08-13,24,227,23,75,,4,5,7,2,0,,0
9080,1972,PhD,,38578,1,1,22-06-13,2,,4,3,3,3,0,,8,0,0,0
6466,,PhD,,57236,1,1,12-03-14,,105,0,4,3,2,1,4,3,0,0,0
9964,1979,Graduation,,61825,0,,07-08-13,,162,50,27,1,4,2,,,0,0,0
4790,1958,,Divorced,79803,0,1,02-06-14,,574,8,33,1,4,3,5,,0,0,0
10245,1986,2n Cycle,Single,80910,0,0,31-10-12,71,160,80,,1,3,3,8,,0,0,0
1109,1982,Master,Together,27590,1,0,23-04-13,,6,0,1,1,1,0,,7,0,,0
6001,,Graduation,Married,56775,0,1,02-01-13,62,614,35,35,2,5,8,10,,0,0,
5538,1975,Graduation,Divorced,83829,0,0,,,897,161,27,0,4,7,6,1,1,0,1
10552,1979,2n Cycle,Married,54210,0,1,20-05-13,18,70,,45,,4,1,7,5,,0,0
1545,1986,Graduation,Married,38508,1,0,02-08-13,95,120,19,54,6,,2,5,8,0,0,0
7409,1970,,Together,53187,1,0,26-10-13,66,,2,10,2,4,1,6,5,0,0,0
4444,1972,,Married,30023,1,0,24-03-14,28,,0,21,1,2,0,,8,,0,0
146,1960,PhD,Single,76045,0,,15-11-13,,,53,0,1,4,5,11,2,,0,0
,1952,PhD,Married,50870,0,1,19-06-14,13,53,,2,1,,0,,5,0,0,0
10065,1970,2n Cycle,Married,15315,,,,27,7,4,,,2,,4,5,0,0,0
4741,1974,2n Cycle,Married,65463,1,0,30-01-14,,391,32,16,2,6,2,,5,0,,0
246,1965,Graduation,Married,66480,1,1,31-05-14,71,199,9,6,7,4,1,7,4,0,0,0
375,,Graduation,Divorced,76773,0,0,25-02-13,79,516,56,16,1,2,2,11,1,0,0,0
1524,1983,2n Cycle,Single,,,0,01-03-13,1,,45,45,1,8,2,5,5,1,0,1
10022,1973,PhD,Single,54466,,1,09-02-14,,12,0,0,,1,0,2,5,0,0,0
7451,1960,Master,Single,98777,0,0,17-02-14,23,1000,,,0,4,6,9,1,0,0,0
11010,1984,PhD,Single,16269,1,0,30-08-13,75,19,3,0,3,3,0,3,8,0,0,0
4356,1971,Graduation,Together,71819,0,1,,70,1224,28,168,3,3,3,5,6,0,0,
,1983,PhD,Married,33569,1,0,16-10-13,10,16,2,,1,,1,2,8,0,0,1
1175,1983,Master,Married,36262,0,0,20-09-13,24,88,39,153,1,3,5,3,,0,0,1
880,1966,,Together,22634,0,0,16-01-13,47,2,23,46,1,,1,2,8,0,0,0
2320,,2n Cycle,Married,47025,0,1,12-09-13,98,508,11,29,5,11,1,6,9,0,,
850,1968,Graduation,Single,,0,1,,4,381,28,21,2,6,5,9,3,,0,0
4713,1979,PhD,Married,31605,,0,22-11-12,,74,0,,,2,,4,7,0,0,0
675,1973,Master,Divorced,,1,1,17-05-13,67,146,0,73,5,4,2,5,7,0,0,
5025,1979,Graduation,Single,48526,,0,24-12-13,32,,17,9,1,,1,4,,0,0,0
2308,1954,Graduation,Married,46734,,1,18-11-12,40,110,5,29,2,,1,5,7,0,0,
5995,1962,Graduation,Divorced,,1,1,18-12-12,54,165,3,,7,6,2,5,8,,,1
6749,,Graduation,Single,86358,1,1,08-08-12,,957,47,95,,5,3,,8,0,,0
1010,1977,Graduation,Together,46931,2,1,24-04-14,94,41,0,16,2,,,3,3,0,0,0
8977,,Basic,Single,,0,0,12-01-13,51,1,,11,,0,0,3,,0,0,0
4756,1952,2n Cycle,Divorced,63998,0,0,20-12-13,42,176,29,112,1,7,6,,4,0,0,
3412,1951,Master,Married,67381,0,1,15-01-13,67,815,,70,4,2,2,9,,0,0,0
606,1967,Graduation,Single,25930,1,1,10-10-13,87,6,1,4,1,1,,2,7,0,0,0
,1978,Graduation,Married,42693,1,0,,29,,4,16,1,1,0,3,5,0,0,0
2975,1976,,Together,85606,0,1,12-11-12,89,717,42,84,,6,7,,3,1,0,0
2894,1985,Graduation,Single,,0,0,,74,1067,138,39,1,7,5,8,4,1,0,1
7613,1974,2n Cycle,Together,49669,1,0,24-05-14,,166,5,29,2,5,1,,6,0,0,0
10542,1968,PhD,Married,36778,1,1,05-08-12,63,29,4,4,3,3,0,3,,0,0,0
,,PhD,Divorced,85696,0,0,,88,714,76,12,1,4,6,9,1,,,1
10617,,Master,,10979,0,0,22-05-14,,8,4,4,2,3,,3,5,0,0,0
11166,1961,Graduation,Married,49678,0,1,02-02-13,81,,5,20,2,6,2,4,7,0,0,0
849,1953,Master,Together,56129,,1,,65,320,48,48,,6,,10,4,0,0,0
523,,Graduation,Married,37155,1,0,31-01-13,51,23,0,3,1,2,,4,5,0,,0
4066,1978,2n Cycle,Divorced,21282,1,0,,76,1,5,,2,2,,2,6,0,0,0
8414,1962,PhD,Single,33419,0,1,,76,56,0,,2,2,0,4,7,0,0,
819,1945,Graduation,Widow,63285,0,0,05-11-13,84,508,124,134,1,,5,13,3,,0,
,1974,Master,Together,21255,1,0,21-01-14,,29,0,3,,2,1,4,4,0,0,0
749,1981,Graduation,Together,42162,1,0,19-11-13,31,,7,27,2,3,1,3,6,0,0,1
5430,1956,Graduation,Together,54450,1,1,14-09-12,,454,0,32,12,9,,8,,,0,0
7755,1954,PhD,Married,,0,1,12-11-13,91,350,,19,2,9,1,4,8,0,0,
10525,1986,Graduation,Single,26576,1,0,13-10-12,40,10,,9,1,1,0,2,9,0,0,1
1453,1943,PhD,,57513,,,,59,735,40,30,2,9,3,13,6,0,0,0
8310,1964,Graduation,Together,68142,0,1,29-08-12,96,897,126,37,3,10,,7,6,0,0,
10710,1979,Graduation,Married,,0,1,29-08-12,61,5,2,5,1,1,0,2,,0,0,0
5031,1974,Graduation,Together,83145,0,0,22-09-12,,777,35,114,1,5,9,11,2,,0,1
,1960,Master,Married,54197,0,1,,16,,6,13,2,,3,6,1,0,,0
213,1963,PhD,Single,23091,1,1,28-05-14,,35,0,2,4,,1,3,,,0,0
967,1976,Graduation,Married,46049,1,1,21-07-13,11,342,9,19,10,5,2,9,7,0,,
1077,,Graduation,Together,56715,0,0,05-12-12,52,258,105,,1,7,3,4,4,0,,0
7959,1961,Graduation,Married,79410,0,0,29-05-14,19,658,80,13,1,3,2,5,,0,0,
640,1951,,Married,57304,0,1,11-03-13,61,356,80,106,2,7,,10,5,0,0,0
4252,1965,Graduation,Married,,0,1,23-03-14,,213,5,,1,4,1,,5,0,0,0
8432,,Graduation,Together,54450,1,1,14-09-12,0,454,0,32,12,9,2,8,8,0,0,0
6218,,Graduation,Married,,0,1,20-10-12,74,457,4,9,1,8,1,7,7,0,,0
6905,1994,Graduation,Together,80685,0,0,22-08-12,55,241,45,54,1,6,4,10,2,0,0,0
5922,1974,PhD,Married,40344,0,,,48,210,,2,2,4,1,5,7,0,0,0
,1972,Graduation,Married,,0,1,23-05-13,,441,35,11,,4,2,12,4,0,0,
6116,1968,2n Cycle,Married,48985,,1,05-07-13,13,19,,8,1,1,1,3,3,0,0,0
6263,1968,Graduation,Together,,1,2,22-08-12,34,28,9,13,3,2,0,4,8,0,0,0
10486,1948,Graduation,Married,,0,0,29-05-13,54,,,97,1,4,4,8,2,0,0,0
2410,1969,Graduation,Single,81657,0,,22-01-14,69,,,50,1,3,,8,1,0,0,0
193,1996,Basic,Married,14421,0,0,,81,0,0,8,1,1,,2,5,0,0,0
3363,1974,2n Cycle,Married,20130,0,0,17-03-14,99,0,6,12,1,1,,3,8,0,0,0
8278,1990,PhD,,74214,0,0,,3,,83,33,1,,2,,,0,0,0
10660,1957,Master,Married,66726,1,1,,61,349,7,47,3,8,2,4,7,0,0,0
8686,1979,Basic,Together,23724,1,0,08-01-13,65,,23,14,2,2,0,,8,0,0,0
1604,1960,Master,Married,47353,0,1,13-11-13,93,184,2,4,3,2,2,6,5,,,0
5907,1952,Master,Married,33444,1,1,03-11-12,24,,,2,,1,0,2,8,0,0,0
,1981,Graduation,Married,54386,0,1,17-05-13,8,277,,,2,3,2,10,3,0,0,0
2918,,Graduation,,28510,1,1,13-04-13,72,44,5,19,,2,0,4,5,0,0,0
5735,1991,Master,Single,90638,0,0,13-02-14,29,1156,120,,,3,4,,1,0,0,
359,1950,Graduation,Together,48070,,1,13-01-13,33,,14,19,3,8,2,6,7,,0,0
8387,1957,Graduation,Married,43140,0,1,05-01-13,68,134,8,,1,4,1,5,6,,,
,1961,PhD,Divorced,54959,0,1,,55,1148,0,24,3,9,5,4,7,0,0,1
3839,1958,Basic,Single,15056,1,,,76,6,12,40,,2,2,3,5,0,0,0
9392,1971,Graduation,Single,26954,1,0,08-05-14,17,4,1,1,1,1,0,2,7,0,0,0
2292,1985,Graduation,Single,22327,1,0,02-08-13,94,,4,5,1,1,0,3,5,,0,0
10466,1965,Graduation,Married,44393,1,1,22-08-13,86,24,2,10,2,1,0,4,4,0,0,0
9855,1952,PhD,,62000,0,1,,25,899,0,20,1,6,6,,4,1,,0
4088,,PhD,Together,,,1,06-12-12,22,108,1,4,2,3,1,4,8,0,0,0
